Grupos ECOICOP	Tipo de dato	Periodo	Total
02 Bebidas alcohólicas y tabaco	Variación mensual	2025M07	-0,1
02 Bebidas alcohólicas y tabaco	Variación mensual	2025M06	0,4
02 Bebidas alcohólicas y tabaco	Variación mensual	2025M05	1,0
02 Bebidas alcohólicas y tabaco	Variación mensual	2025M04	-0,2
02 Bebidas alcohólicas y tabaco	Variación mensual	2025M03	0,2
02 Bebidas alcohólicas y tabaco	Variación mensual	2025M02	0,2
02 Bebidas alcohólicas y tabaco	Variación mensual	2025M01	1,6
02 Bebidas alcohólicas y tabaco	Variación mensual	2024M12	0,6
02 Bebidas alcohólicas y tabaco	Variación mensual	2024M11	0,0
02 Bebidas alcohólicas y tabaco	Variación mensual	2024M10	0,1
02 Bebidas alcohólicas y tabaco	Variación mensual	2024M09	0,2
02 Bebidas alcohólicas y tabaco	Variación mensual	2024M08	-0,1
02 Bebidas alcohólicas y tabaco	Variación mensual	2024M07	0,1
02 Bebidas alcohólicas y tabaco	Variación mensual	2024M06	-0,3
02 Bebidas alcohólicas y tabaco	Variación mensual	2024M05	0,1
02 Bebidas alcohólicas y tabaco	Variación mensual	2024M04	0,2
02 Bebidas alcohólicas y tabaco	Variación mensual	2024M03	0,1
02 Bebidas alcohólicas y tabaco	Variación mensual	2024M02	1,5
02 Bebidas alcohólicas y tabaco	Variación mensual	2024M01	2,3
02 Bebidas alcohólicas y tabaco	Variación mensual	2023M12	-0,7
02 Bebidas alcohólicas y tabaco	Variación mensual	2023M11	0,0
02 Bebidas alcohólicas y tabaco	Variación mensual	2023M10	0,1
02 Bebidas alcohólicas y tabaco	Variación mensual	2023M09	0,3
02 Bebidas alcohólicas y tabaco	Variación mensual	2023M08	0,1
02 Bebidas alcohólicas y tabaco	Variación mensual	2023M07	0,1
02 Bebidas alcohólicas y tabaco	Variación mensual	2023M06	0,1
02 Bebidas alcohólicas y tabaco	Variación mensual	2023M05	0,0
02 Bebidas alcohólicas y tabaco	Variación mensual	2023M04	0,2
02 Bebidas alcohólicas y tabaco	Variación mensual	2023M03	0,7
02 Bebidas alcohólicas y tabaco	Variación mensual	2023M02	1,1
02 Bebidas alcohólicas y tabaco	Variación mensual	2023M01	1,5
02 Bebidas alcohólicas y tabaco	Variación mensual	2022M12	2,9
02 Bebidas alcohólicas y tabaco	Variación mensual	2022M11	0,4
02 Bebidas alcohólicas y tabaco	Variación mensual	2022M10	0,2
02 Bebidas alcohólicas y tabaco	Variación mensual	2022M09	0,2
02 Bebidas alcohólicas y tabaco	Variación mensual	2022M08	0,3
02 Bebidas alcohólicas y tabaco	Variación mensual	2022M07	0,4
02 Bebidas alcohólicas y tabaco	Variación mensual	2022M06	0,4
02 Bebidas alcohólicas y tabaco	Variación mensual	2022M05	0,0
02 Bebidas alcohólicas y tabaco	Variación mensual	2022M04	0,3
02 Bebidas alcohólicas y tabaco	Variación mensual	2022M03	0,5
02 Bebidas alcohólicas y tabaco	Variación mensual	2022M02	0,9
02 Bebidas alcohólicas y tabaco	Variación mensual	2022M01	0,5
02 Bebidas alcohólicas y tabaco	Variación mensual	2021M12	-0,1
02 Bebidas alcohólicas y tabaco	Variación mensual	2021M11	0,1
02 Bebidas alcohólicas y tabaco	Variación mensual	2021M10	0,7
02 Bebidas alcohólicas y tabaco	Variación mensual	2021M09	0,5
02 Bebidas alcohólicas y tabaco	Variación mensual	2021M08	0,1
02 Bebidas alcohólicas y tabaco	Variación mensual	2021M07	-0,1
02 Bebidas alcohólicas y tabaco	Variación mensual	2021M06	-0,2
02 Bebidas alcohólicas y tabaco	Variación mensual	2021M05	0,0
02 Bebidas alcohólicas y tabaco	Variación mensual	2021M04	0,0
02 Bebidas alcohólicas y tabaco	Variación mensual	2021M03	-0,1
02 Bebidas alcohólicas y tabaco	Variación mensual	2021M02	0,2
02 Bebidas alcohólicas y tabaco	Variación mensual	2021M01	0,5
02 Bebidas alcohólicas y tabaco	Variación mensual	2020M12	-0,5
02 Bebidas alcohólicas y tabaco	Variación mensual	2020M11	0,0
02 Bebidas alcohólicas y tabaco	Variación mensual	2020M10	-0,1
02 Bebidas alcohólicas y tabaco	Variación anual	2025M10	4,1
02 Bebidas alcohólicas y tabaco	Variación anual	2025M09	4,2
02 Bebidas alcohólicas y tabaco	Variación anual	2025M08	4,2
02 Bebidas alcohólicas y tabaco	Variación anual	2025M07	4,1
02 Bebidas alcohólicas y tabaco	Variación anual	2025M06	4,3
02 Bebidas alcohólicas y tabaco	Variación anual	2025M05	3,6
02 Bebidas alcohólicas y tabaco	Variación anual	2025M04	2,6
02 Bebidas alcohólicas y tabaco	Variación anual	2025M03	3,1
02 Bebidas alcohólicas y tabaco	Variación anual	2025M02	3,0
02 Bebidas alcohólicas y tabaco	Variación anual	2025M01	4,3
02 Bebidas alcohólicas y tabaco	Variación anual	2024M12	5,0
02 Bebidas alcohólicas y tabaco	Variación anual	2024M11	3,6
02 Bebidas alcohólicas y tabaco	Variación anual	2024M10	3,6
02 Bebidas alcohólicas y tabaco	Variación anual	2024M09	3,5
02 Bebidas alcohólicas y tabaco	Variación anual	2024M08	3,6
02 Bebidas alcohólicas y tabaco	Variación anual	2024M07	3,7
02 Bebidas alcohólicas y tabaco	Variación anual	2024M06	3,8
02 Bebidas alcohólicas y tabaco	Variación anual	2024M05	4,1
02 Bebidas alcohólicas y tabaco	Variación anual	2024M04	4,1
02 Bebidas alcohólicas y tabaco	Variación anual	2024M03	4,0
02 Bebidas alcohólicas y tabaco	Variación anual	2024M02	4,7
02 Bebidas alcohólicas y tabaco	Variación anual	2024M01	4,2
02 Bebidas alcohólicas y tabaco	Variación anual	2023M12	3,4
02 Bebidas alcohólicas y tabaco	Variación anual	2023M11	7,1
02 Bebidas alcohólicas y tabaco	Variación anual	2023M10	7,6
02 Bebidas alcohólicas y tabaco	Variación anual	2023M09	7,7
02 Bebidas alcohólicas y tabaco	Variación anual	2023M08	7,6
02 Bebidas alcohólicas y tabaco	Variación anual	2023M07	7,8
02 Bebidas alcohólicas y tabaco	Variación anual	2023M06	8,1
02 Bebidas alcohólicas y tabaco	Variación anual	2023M05	8,5
02 Bebidas alcohólicas y tabaco	Variación anual	2023M04	8,4
02 Bebidas alcohólicas y tabaco	Variación anual	2023M03	8,6
02 Bebidas alcohólicas y tabaco	Variación anual	2023M02	8,4
02 Bebidas alcohólicas y tabaco	Variación anual	2023M01	8,2
02 Bebidas alcohólicas y tabaco	Variación anual	2022M12	7,2
02 Bebidas alcohólicas y tabaco	Variación anual	2022M11	4,1
02 Bebidas alcohólicas y tabaco	Variación anual	2022M10	3,7
02 Bebidas alcohólicas y tabaco	Variación anual	2022M09	4,3
02 Bebidas alcohólicas y tabaco	Variación anual	2022M08	4,7
02 Bebidas alcohólicas y tabaco	Variación anual	2022M07	4,5
02 Bebidas alcohólicas y tabaco	Variación anual	2022M06	4,1
02 Bebidas alcohólicas y tabaco	Variación anual	2022M05	3,4
02 Bebidas alcohólicas y tabaco	Variación anual	2022M04	3,4
02 Bebidas alcohólicas y tabaco	Variación anual	2022M03	3,0
02 Bebidas alcohólicas y tabaco	Variación anual	2022M02	2,3
02 Bebidas alcohólicas y tabaco	Variación anual	2022M01	1,6
02 Bebidas alcohólicas y tabaco	Variación anual	2021M12	1,6
02 Bebidas alcohólicas y tabaco	Variación anual	2021M11	1,2
02 Bebidas alcohólicas y tabaco	Variación anual	2021M10	1,1
02 Bebidas alcohólicas y tabaco	Variación anual	2021M09	0,3
02 Bebidas alcohólicas y tabaco	Variación anual	2021M08	-0,2
02 Bebidas alcohólicas y tabaco	Variación anual	2021M07	-0,2
02 Bebidas alcohólicas y tabaco	Variación anual	2021M06	-0,3
02 Bebidas alcohólicas y tabaco	Variación anual	2021M05	-0,3
02 Bebidas alcohólicas y tabaco	Variación anual	2021M04	-0,1
02 Bebidas alcohólicas y tabaco	Variación anual	2021M03	0,0
02 Bebidas alcohólicas y tabaco	Variación anual	2021M02	0,2
02 Bebidas alcohólicas y tabaco	Variación anual	2021M01	0,4
02 Bebidas alcohólicas y tabaco	Variación anual	2020M12	0,3
02 Bebidas alcohólicas y tabaco	Variación anual	2020M11	0,5
02 Bebidas alcohólicas y tabaco	Variación anual	2020M10	0,5
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2025M10	3,4
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2025M09	3,4
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2025M08	3,2
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2025M07	3,2
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2025M06	3,3
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2025M05	2,8
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2025M04	1,8
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2025M03	2,1
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2025M02	1,9
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2025M01	1,6
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2024M12	5,0
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2024M11	4,4
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2024M10	4,4
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2024M09	4,2
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2024M08	4,0
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2024M07	4,1
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2024M06	4,0
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2024M05	4,3
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2024M04	4,2
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2024M03	3,9
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2024M02	3,9
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2024M01	2,3
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2023M12	3,4
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2023M11	4,2
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2023M10	4,2
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2023M09	4,1
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2023M08	3,8
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2023M07	3,8
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2023M06	3,7
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2023M05	3,6
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2023M04	3,5
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2023M03	3,3
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2023M02	2,6
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2023M01	1,5
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2022M12	7,2
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2022M11	4,2
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2022M10	3,8
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2022M09	3,6
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2022M08	3,4
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2022M07	3,1
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2022M06	2,8
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2022M05	2,3
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2022M04	2,3
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2022M03	2,0
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2022M02	1,4
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2022M01	0,5
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2021M12	1,6
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2021M11	1,7
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2021M10	1,6
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2021M09	0,9
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2021M08	0,4
02 Bebidas alcohólicas y tabaco	Variación en lo que va de año	2021M07	0,3
